Product_ID,Rakhi_Type,Rakhi_Material,Year,Days_Before_Festival,Weekend_Sale,Day_Of_Week,Delhi_Zone,Store_Type,Average_Temperature_C,Payment_Method,Sales_Count,Shop_Name,Price,No_Of_Customers_Visit
4281,Premium & Jewelry,Sterling Silver,2026,3,No,Friday,,Local Street Vendor,30.7,UPI,5,Saxena Rakhi Hub 222,507.18,25
5736,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Monday,Central,Local Street Vendor,,Cash,4,Saxena Rakhi Hub 294,50.6,20
918,Premium & Jewelry,Sterling Silver,2026,6,Yes,Saturday,Central,Supermarket,30.1,Cash,26,Mehra Rakhi Point,876.06,67
4349,Kids & Cartoon,Silk Thread,2026,7,nO,Wednesday,North,Online,27.0,Cash,4,Verma Rakhi Hub 73,26.3,16
5680,Kids & Cartoon,Silk Thread,2026,1,yES,Saturday,East,Supermarket,35.5,Cash,5,Khanna Rakhi Point,15.45,21
3838,Premium & Jewelry,Sterling Silver,2026,3,No,Friday,West,Local Street Vendor,27.5,Cash,3,Mehra Emporium,533.83,16
606,Eco-Friendly,Silk Thread,2026,7,No,Thursday,,Online,34.2,UPI,2,Gupta Rakhi Hub 27,41.8,8
3132,Eco-Friendly,Sandalwood (Chandan),2026,6,Yes,Sunday,Central,Online,39.0,UPI,2,Aggarwal Rakhi Hub 90,76.6,10
5698,Eco-Friendly,Sandalwood (Chandan),2026,2,No,Thursday,North,Supermarket,33.1,Credit Card,8,Nanda Rakhi Corner,59.4,38
1469,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Thursday,East,Online,29.4,UPI,7,Tandon Gift House,64.74,33
5901,Eco-Friendly,Silk Thread,2026,2,No,Monday,West,Supermarket,28.2,Credit Card,11,Chawla Traditions,35.17,41
3822,Kids & Cartoon,Sandalwood (Chandan),2026,5,nO,Friday,East,Supermarket,36.9,Cash,2,Mehra Rakhi Hub 75,35.38,10
3750,Premium & Jewelry,Sterling Silver,2026,4,No,Friday,North,Local Street Vendor,32.0,Credit Card,4,Verma Rakhi Hub 95,515.31,14
5903,Premium & Jewelry,Sterling Silver,2026,4,Yes,Saturday,Central,Online,28.1,Cash,4,Goel Rakhi Hub 86,658.45,11
4091,Premium & Jewelry,Sterling Silver,2026,3,No,Wednesday,East,Local Street Vendor,30.4,UPI,2,Gupta Rakhi Hub 187,517.79,9
3781,Premium & Jewelry,Sterling Silver,2026,4,No,Monday,Central,Supermarket,45.1,UPI,76,Bansal Rakhi Hub 214,776.42,58
2156,Eco-Friendly,Sandalwood (Chandan),2026,6,No,Tuesday,East,Local Street Vendor,38.5,Cash,3,Tandon Rakhi Hub 62,42.63,17
2810,Premium & Jewelry,Sandalwood (Chandan),2026,1,No,Wednesday,East,Online,29.5,Cash,8,Sharma Rakhi Hub 78,245.28,42
5583,Kids & Cartoon,Silk Thread,2026,1,Yes,Sunday,Central,Supermarket,28.6,Cash,15,Kapoor Rakhi & Gifts,19.98,43
2078,Premium & Jewelry,Sterling Silver,2026,1,No,Thursday,West,Local Street Vendor,32.2,Credit Card,4,Nanda Rakhi Hub 229,525.18,14
2350,Premium & Jewelry,Sterling Silver,2026,1,Yes,Sunday,Central,Local Street Vendor,30.3,Cash,9,Malhotra Handicrafts,457.49,25
761,Eco-Friendly,Sterling Silver,2026,1,Yes,Saturday,Central,Local Street Vendor,35.8,Cash,7,Sharma Rakhi Corner,135.49,18
5074,Kids & Cartoon,Silk Thread,2026,3,Yes,Sunday,West,Online,39.6,UPI,16,Sharma Rakhi Hub 59,20.66,44
4773,Premium & Jewelry,Sterling Silver,2026,6,No,Friday,,Supermarket,33.7,Cash,4,Sethi Rakhi Hub 19,739.31,12
585,Eco-Friendly,Sandalwood (Chandan),2026,4,nO,Friday,West,Online,32.6,UPI,6,Bhatia Rakhi Hub 182,323.46,22
5813,Kids & Cartoon,Sandalwood (Chandan),2026,5,Yes,Sunday,North,Supermarket,29.1,Cash,3,Kapoor Rakhi & Gifts,31.87,13
2700,Eco-Friendly,Silk Thread,2026,6,No,Monday,North,Online,33.7,Credit Card,4,Mehra Festive Mart,41.97,14
1501,Kids & Cartoon,Silk Thread,2026,2,No,Thursday,East,Online,31.5,Credit Card,10,Goel Rakhi Store,19.05,36
2800,Eco-Friendly,Sandalwood (Chandan),2026,2,No,Monday,West,Local Street Vendor,25.5,Cash,16,Aggarwal Traditions,71.05,68
1292,Kids & Cartoon,Silk Thread,2026,7,yES,Sunday,North,Local Street Vendor,32.5,UPI,2,Kapoor Rakhi Hub 199,12.1,9
5114,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Friday,East,Local Street Vendor,34.8,Cash,26,Sharma Rakhi Point,52.43,83
5997,Kids & Cartoon,Silk Thread,2026,7,No,Thursday,Central,Supermarket,29.8,Cash,3,Khanna Rakhi Hub 126,16.75,9
392,Premium & Jewelry,Sterling Silver,2026,2,yES,Sunday,East,Local Street Vendor,30.6,UPI,7,Sharma Rakhi Corner,554.0,28
2485,Eco-Friendly,Sandalwood (Chandan),2026,7,nO,Tuesday,North,Local Street Vendor,30.1,Credit Card,2,Verma Rakhi & Gifts,47.97,8
3583,Kids & Cartoon,Silk Thread,2026,5,yES,Saturday,East,Supermarket,29.4,UPI,11,Khanna Handicrafts,14.6,37
363,Premium & Jewelry,Sterling Silver,2026,1,nO,Friday,Central,Local Street Vendor,28.4,UPI,2,Chopra Rakhi Hub 57,417.12,11
5642,Eco-Friendly,Silk Thread,2026,1,nO,Thursday,West,Local Street Vendor,29.8,Cash,8,Bansal Rakhi & Gifts,29.11,51
345,Eco-Friendly,Silk Thread,2026,1,nO,Friday,West,Local Street Vendor,25.3,Credit Card,3,Gupta Rakhi Store,21.53,14
3004,Eco-Friendly,Sterling Silver,2026,3,No,Thursday,North,Local Street Vendor,28.7,Cash,13,Malhotra Traditions,135.15,75
4639,Premium & Jewelry,Sterling Silver,2026,5,No,Monday,East,Supermarket,27.5,Cash,5,Bansal Rakhi Hub 198,634.27,15
3280,Premium & Jewelry,Sandalwood (Chandan),2026,1,Yes,Sunday,East,Local Street Vendor,31.5,Cash,12,Gupta Rakhi Hub 152,132.5,32
3158,Premium & Jewelry,Sterling Silver,2026,7,No,Thursday,North,Local Street Vendor,27.9,Cash,1,Chopra Rakhi Corner,647.37,5
3946,Eco-Friendly,Sterling Silver,2026,1,No,Monday,East,Supermarket,30.9,UPI,6,Khanna Rakhi Hub 188,234.35,24
4660,Premium & Jewelry,Sterling Silver,2026,2,yES,Sunday,East,Supermarket,26.5,UPI,14,Arora Festive Mart,734.72,37
2297,Eco-Friendly,Sandalwood (Chandan),2026,5,No,Tuesday,,Supermarket,32.6,Cash,7,Sharma Rakhi Hub 149,70.17,23
5982,Kids & Cartoon,Silk Thread,2026,7,No,Wednesday,East,Supermarket,29.5,Cash,2,Chawla Handicrafts,17.96,12
91,Premium & Jewelry,Sterling Silver,2026,1,#Yes,Saturday,North,Supermarket,28.8,Credit Card,12,Kapoor Rakhi Hub 270,714.84,33
3782,Eco-Friendly,Sandalwood (Chandan),2026,7,No,Monday,Central,Supermarket,29.9,Cash,2,Sharma Traditions,77.35,10
5763,Eco-Friendly,Silk Thread,2026,3,#Yes,Saturday,North,Local Street Vendor,30.7,UPI,9,Nanda Rakhi Hub 98,33.93,23
4964,Premium & Jewelry,Sterling Silver,2026,5,No,Friday,West,Online,34.2,Cash,2,Chawla Rakhi Hub 93,701.07,8
3444,Kids & Cartoon,Silk Thread,2026,2,No,Thursday,Central,Local Street Vendor,37.2,Cash,5,Goel Rakhi Hub 244,12.27,28
2118,Premium & Jewelry,Sterling Silver,2026,3,Yes,Sunday,Central,Online,35.8,UPI,9,Aggarwal Rakhi Hub 234,627.47,22
4238,Eco-Friendly,Silk Thread,2026,5,Yes,Sunday,Central,Online,33.4,UPI,2,Saxena Rakhi Point,39.38,8
3343,Premium & Jewelry,Sandalwood (Chandan),2026,3,#Yes,Saturday,East,Supermarket,26.1,Cash,4,Jain Emporium,174.72,14
4587,Kids & Cartoon,Silk Thread,2026,2,Yes,Sunday,West,Local Street Vendor,31.3,Credit Card,9,Chawla Rakhi Hub 269,14.47,25
4599,Kids & Cartoon,Silk Thread,2026,1,No,Friday,East,Local Street Vendor,38.0,UPI,8,Khanna Rakhi Hub 121,18.33,25
948,Eco-Friendly,Sandalwood (Chandan),2026,1,Yes,Sunday,North,Online,31.3,UPI,9,Gupta Rakhi Hub 176,80.99,26
4492,Eco-Friendly,Sandalwood (Chandan),2026,5,nO,Monday,East,Local Street Vendor,28.7,UPI,4,Chopra Gift House,64.0,11
4300,Kids & Cartoon,Sandalwood (Chandan),2026,6,No,Thursday,West,Local Street Vendor,,Credit Card,1,Arora Rakhi Hub 210,19.11,8
4242,Eco-Friendly,Sterling Silver,2026,4,No,Friday,West,Supermarket,26.4,Cash,4,Bhatia Rakhi Hub 3,184.02,19
884,Kids & Cartoon,Silk Thread,2026,5,No,Tuesday,North,Local Street Vendor,33.3,Cash,2,Jain Rakhi Hub 135,13.09,12
2363,Kids & Cartoon,Silk Thread,2026,2,yES,Sunday,North,Online,32.2,UPI,10,Gupta Emporium,17.53,31
4513,Eco-Friendly,Silk Thread,2026,6,No,Wednesday,,Local Street Vendor,34.9,Credit Card,2,Bansal Rakhi Hub 268,20.37,8
4135,Kids & Cartoon,Silk Thread,2026,4,#Yes,Sunday,North,Local Street Vendor,29.1,Credit Card,8,Verma Traditions,13.77,27
5026,Kids & Cartoon,Silk Thread,2026,5,Yes,Saturday,West,Supermarket,27.4,UPI,9,Malhotra Traditions,15.91,9
951,Kids & Cartoon,Silk Thread,2026,3,No,Wednesday,North,Supermarket,,Cash,10,Sharma Rakhi Hub 122,13.67,34
4178,Eco-Friendly,Sandalwood (Chandan),2026,4,Yes,Sunday,West,Online,,Cash,4,Verma Rakhi Corner,62.45,23
5911,Eco-Friendly,Sandalwood (Chandan),2026,1,Yes,Sunday,East,Supermarket,,UPI,6,Saxena Rakhi Hub 294,65.42,30
5348,Eco-Friendly,Silk Thread,2026,4,No,Friday,Central,Supermarket,33.8,Cash,9,Mehra Rakhi Hub 246,40.61,28
4779,Premium & Jewelry,Silk Thread,2026,6,#Yes,Saturday,North,Local Street Vendor,29.3,Cash,9,Tandon Rakhi Store,95.73,22
5333,Premium & Jewelry,Sterling Silver,2026,2,No,Friday,Central,Local Street Vendor,35.1,Credit Card,4,Sethi Festive Mart,538.03,16
5989,Eco-Friendly,Sandalwood (Chandan),2026,2,nO,Wednesday,West,Local Street Vendor,30.2,Cash,14,Chopra Rakhi Hub 127,52.3,91
5615,Kids & Cartoon,Silk Thread,2026,2,Yes,Saturday,North,Online,28.9,UPI,14,Goel Rakhi Hub 244,18.82,38
2416,Premium & Jewelry,Sandalwood (Chandan),2026,7,No,Wednesday,,Supermarket,35.6,UPI,2,Arora Rakhi & Gifts,209.98,8
5066,Kids & Cartoon,Silk Thread,2026,5,No,Thursday,West,Supermarket,32.2,UPI,8,Bhatia Rakhi Hub 29,16.2,35
1387,Eco-Friendly,Sandalwood (Chandan),2026,2,Yes,Sunday,West,Supermarket,34.3,Cash,13,Bhatia Gift House,62.11,31
3922,Eco-Friendly,Sandalwood (Chandan),2026,7,Yes,Saturday,West,Local Street Vendor,,Cash,4,Mehra Rakhi Hub 81,49.29,18
5378,Eco-Friendly,Sandalwood (Chandan),2026,6,No,Monday,East,Local Street Vendor,34.8,Cash,5,Aggarwal Rakhi Hub 90,65.07,18
3105,Kids & Cartoon,Silk Thread,2026,1,yES,Saturday,West,Local Street Vendor,29.8,UPI,6,Chawla Rakhi Hub 171,13.86,27
3126,Premium & Jewelry,Sandalwood (Chandan),2026,6,No,Tuesday,North,Local Street Vendor,34.1,UPI,1,Gupta Rakhi Hub 282,166.72,7
2399,Premium & Jewelry,Sandalwood (Chandan),2026,3,nO,Friday,West,Supermarket,32.5,Credit Card,5,Kapoor Rakhi Hub 199,239.73,28
4620,Kids & Cartoon,Silk Thread,2026,3,No,Wednesday,East,Local Street Vendor,34.6,UPI,2,Goel Handicrafts,14.56,8
1711,Eco-Friendly,Sandalwood (Chandan),2026,2,Yes,Sunday,West,Supermarket,30.8,Credit Card,14,Sharma Rakhi Hub 259,59.27,36
5375,Kids & Cartoon,Silk Thread,2026,7,No,Thursday,West,Online,31.3,UPI,4,Goel Emporium,21.93,13
4708,Kids & Cartoon,Silk Thread,2026,1,No,Friday,West,Local Street Vendor,34.7,Credit Card,4,Nanda Rakhi Point,14.71,25
1187,Kids & Cartoon,Silk Thread,2026,6,No,Wednesday,Central,Local Street Vendor,32.5,Cash,2,Mehra Rakhi Hub 285,84.98,6
4375,Kids & Cartoon,Silk Thread,2026,2,No,Friday,North,Online,38.7,Credit Card,14,Bansal Rakhi Hub 134,19.95,60
1325,Kids & Cartoon,Silk Thread,2026,5,Yes,Sunday,North,Online,28.7,Credit Card,13,Sharma Rakhi Hub 141,20.33,37
5757,Premium & Jewelry,Sandalwood (Chandan),2026,2,No,Monday,West,Local Street Vendor,23.3,UPI,3,Kapoor Rakhi Hub 257,180.74,12
4860,Premium & Jewelry,Sterling Silver,2026,5,Yes,Sunday,West,Local Street Vendor,30.9,Credit Card,4,Nanda Rakhi Hub 28,509.54,15
3234,Premium & Jewelry,Sandalwood (Chandan),2026,1,No,Tuesday,North,Online,33.8,Cash,3,Jain Rakhi Hub 87,255.08,13
152,Eco-Friendly,Sandalwood (Chandan),2026,7,nO,Thursday,,Local Street Vendor,32.5,Credit Card,3,Nanda Rakhi Hub 206,69.72,13
916,Eco-Friendly,Sandalwood (Chandan),2026,3,Yes,Saturday,West,Local Street Vendor,37.9,UPI,5,Bansal Rakhi Hub 82,40.61,15
1306,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Tuesday,East,Online,30.4,UPI,3,Gupta Rakhi Corner,62.43,11
3850,Premium & Jewelry,Sterling Silver,2026,5,Yes,Sunday,East,Online,31.6,Cash,2,Tandon Rakhi Hub 20,700.09,8
55,Eco-Friendly,Sterling Silver,2026,2,No,Monday,North,Online,29.2,Credit Card,10,Sharma Rakhi Hub 56,218.33,38
4715,Kids & Cartoon,Silk Thread,2026,4,Yes,Saturday,West,Supermarket,26.3,Cash,8,Bansal Rakhi Hub 58,16.43,26
5283,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Tuesday,Central,Supermarket,13.2,UPI,5,Gupta Rakhi Hub 70,72.31,18
1399,Kids & Cartoon,Sandalwood (Chandan),2026,7,No,Friday,Central,Local Street Vendor,34.9,Cash,4,Khanna Rakhi Corner,21.03,19
2520,Premium & Jewelry,Sterling Silver,2026,7,nO,Tuesday,East,Supermarket,31.3,Cash,4,Nanda Rakhi Store,655.04,18
184,Kids & Cartoon,Silk Thread,2026,2,nO,Monday,West,Local Street Vendor,26.0,Cash,4,Chopra Rakhi Hub 127,15.84,13
4112,Eco-Friendly,Silk Thread,2026,1,No,Wednesday,East,Supermarket,29.5,Cash,6,Mehra Rakhi Hub 275,36.12,39
5280,Eco-Friendly,Sandalwood (Chandan),2026,7,nO,Monday,West,Supermarket,36.5,Cash,3,Saxena Emporium,62.69,14
3024,Kids & Cartoon,Silk Thread,2026,3,nO,Tuesday,Central,Local Street Vendor,26.7,UPI,2,Chawla Rakhi Hub 283,12.86,11
2418,Kids & Cartoon,Silk Thread,2026,4,nO,Thursday,North,Supermarket,25.0,Credit Card,5,Khanna Rakhi Hub 203,18.33,19
472,Kids & Cartoon,Silk Thread,2026,7,No,Monday,East,Local Street Vendor,34.8,Credit Card,17,Bansal Rakhi Hub 91,10.94,13
968,Premium & Jewelry,Sterling Silver,2026,6,Yes,Sunday,East,Local Street Vendor,31.1,Credit Card,4,Chopra Handicrafts,436.37,21
5339,Eco-Friendly,Sandalwood (Chandan),2026,1,nO,Thursday,North,Local Street Vendor,35.2,Cash,7,Gupta Rakhi Hub 282,39.22,20
5274,Eco-Friendly,Silk Thread,2026,6,#Yes,Saturday,Central,Local Street Vendor,30.8,Cash,15,Aggarwal Rakhi Hub 205,27.89,54
210,Kids & Cartoon,Silk Thread,2026,5,No,Tuesday,Central,Supermarket,32.8,Cash,1,Tandon Rakhi Hub 65,17.85,7
1962,Kids & Cartoon,Silk Thread,2026,2,No,Monday,Central,Online,31.4,UPI,22,Arora Rakhi & Gifts,29.4,72
897,Premium & Jewelry,Sandalwood (Chandan),2026,4,Yes,Sunday,North,Supermarket,,Cash,10,Jain Traditions,206.19,41
1022,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Wednesday,Central,Supermarket,34.9,Cash,6,Gupta Rakhi Hub 191,61.56,28
2579,Premium & Jewelry,Sterling Silver,2026,7,No,Thursday,East,Online,33.7,Credit Card,2,Mehra Rakhi Hub 209,797.08,11
4897,Premium & Jewelry,Sterling Silver,2026,2,No,Wednesday,North,Supermarket,33.6,Cash,4,Verma Rakhi Corner,787.4,27
1774,Eco-Friendly,Sandalwood (Chandan),2026,3,Yes,Sunday,West,Supermarket,32.6,Cash,4,Aggarwal Rakhi Point,76.4,11
5810,Eco-Friendly,Sandalwood (Chandan),2026,3,Yes,Sunday,West,Local Street Vendor,31.7,Cash,7,Sharma Handicrafts,43.3,16
2300,Eco-Friendly,Sandalwood (Chandan),2026,2,#Yes,Sunday,,Local Street Vendor,33.7,Credit Card,6,Sethi Emporium,58.14,21
1210,Kids & Cartoon,Silk Thread,2026,2,yES,Sunday,West,Supermarket,33.6,Cash,11,Gupta Rakhi Hub 27,17.12,42
4919,Eco-Friendly,Sandalwood (Chandan),2026,3,#Yes,Sunday,North,Supermarket,36.2,UPI,5,Aggarwal Rakhi Bazaar,72.44,16
4569,Kids & Cartoon,Silk Thread,2026,7,No,Thursday,Central,Supermarket,24.9,Credit Card,0,Tandon Rakhi Hub 163,15.79,2
3980,Kids & Cartoon,Silk Thread,2026,2,No,Friday,North,Local Street Vendor,41.7,Cash,1,Nanda Traditions,17.79,9
1252,Premium & Jewelry,Sterling Silver,2026,5,nO,Monday,North,Local Street Vendor,34.5,Cash,12,Chopra Emporium,534.34,36
4602,Eco-Friendly,Sandalwood (Chandan),2026,7,No,Tuesday,East,Supermarket,32.6,Cash,2,Sethi Rakhi Hub 33,64.39,13
3166,Kids & Cartoon,Silk Thread,2026,5,Yes,Saturday,North,Supermarket,30.3,UPI,23,Gupta Rakhi & Gifts,20.27,74
5859,Kids & Cartoon,Silk Thread,2026,5,#Yes,Saturday,East,Local Street Vendor,32.8,Cash,2,Khanna Rakhi Hub 132,10.81,7
4826,Kids & Cartoon,Silk Thread,2026,1,No,Tuesday,East,Supermarket,29.2,Cash,10,Chawla Rakhi Hub 201,17.89,43
4231,Eco-Friendly,Sandalwood (Chandan),2026,1,nO,Tuesday,West,Supermarket,31.6,UPI,4,Malhotra Rakhi Hub 4,63.04,18
293,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Tuesday,West,Supermarket,29.1,Credit Card,6,Nanda Rakhi Hub 206,60.15,21
3601,Premium & Jewelry,Sterling Silver,2026,1,No,Tuesday,North,Online,27.3,Cash,12,Nanda Rakhi Hub 96,710.46,68
1052,Premium & Jewelry,Sterling Silver,2026,2,No,Tuesday,West,Online,32.2,Credit Card,7,Khanna Rakhi Hub 120,764.37,27
5411,Premium & Jewelry,Sterling Silver,2026,5,Yes,Sunday,West,Online,31.8,UPI,3,Mehra Rakhi Hub 128,835.29,8
3283,Premium & Jewelry,Sterling Silver,2026,3,nO,Friday,West,Supermarket,30.8,Cash,2,Kapoor Rakhi Hub 97,767.91,12
273,Premium & Jewelry,Sterling Silver,2026,6,yES,Sunday,East,Supermarket,38.1,Cash,2,Aggarwal Rakhi Bazaar,746.29,9
2043,Kids & Cartoon,Silk Thread,2026,6,Yes,Saturday,Central,Online,33.1,Cash,2,Nanda Rakhi Hub 261,18.24,8
4308,Kids & Cartoon,Silk Thread,2026,1,yES,Sunday,West,Local Street Vendor,29.1,UPI,8,Verma Rakhi Hub 30,13.88,22
2647,Eco-Friendly,Sandalwood (Chandan),2026,5,No,Monday,West,Local Street Vendor,27.1,Cash,7,Mehra Rakhi Hub 81,37.21,25
5791,Eco-Friendly,Sandalwood (Chandan),2026,3,No,Wednesday,East,Online,28.3,Cash,6,Rastogi Rakhi Hub 224,63.7,27
5556,Eco-Friendly,Sandalwood (Chandan),2026,2,nO,Friday,North,Supermarket,26.0,Cash,11,Nanda Handicrafts,55.51,55
1087,Eco-Friendly,Sandalwood (Chandan),2026,4,Yes,Sunday,Central,Local Street Vendor,33.4,UPI,15,Aggarwal Rakhi Point,49.38,34
5600,Kids & Cartoon,Silk Thread,2026,5,nO,Tuesday,East,Supermarket,31.8,UPI,1,Sharma Traditions,16.73,9
885,Premium & Jewelry,Sandalwood (Chandan),2026,4,No,Monday,North,Supermarket,22.5,Cash,11,Saxena Rakhi Hub 138,180.6,35
5548,Kids & Cartoon,Silk Thread,2026,3,nO,Wednesday,West,Local Street Vendor,32.5,Cash,4,Gupta Rakhi Hub 139,10.96,19
5845,Kids & Cartoon,Silk Thread,2026,2,No,Friday,North,Online,31.7,Credit Card,4,Saxena Rakhi Hub 158,25.4,12
3027,Premium & Jewelry,Silk Thread,2026,3,No,Tuesday,East,Online,38.1,Cash,2,Bhatia Rakhi Hub 300,88.49,11
3544,Premium & Jewelry,Sterling Silver,2026,3,No,Tuesday,West,Supermarket,29.3,Cash,5,Saxena Rakhi Hub 262,693.84,27
5087,Eco-Friendly,Sandalwood (Chandan),2026,5,No,Tuesday,West,Local Street Vendor,,Cash,2,Aggarwal Rakhi Hub 212,42.1,7
1734,Premium & Jewelry,Sterling Silver,2026,2,No,Tuesday,Central,Local Street Vendor,,Cash,6,Mehra Rakhi Hub 101,562.89,19
3342,Eco-Friendly,Sterling Silver,2026,7,No,Monday,East,Supermarket,31.9,Cash,2,Bhatia Rakhi Hub 290,218.97,10
2961,Eco-Friendly,Silk Thread,2026,3,No,Wednesday,North,Local Street Vendor,32.0,Credit Card,6,Nanda Rakhi Hub 98,21.19,16
2795,Eco-Friendly,Sandalwood (Chandan),2026,4,No,Wednesday,North,Online,33.6,UPI,6,Tandon Rakhi Point,58.48,24
4033,Kids & Cartoon,Silk Thread,2026,7,nO,Tuesday,Central,Online,34.0,UPI,3,Bansal Emporium,19.19,9
614,Eco-Friendly,Silk Thread,2026,3,Yes,Saturday,East,Online,27.6,Credit Card,5,Gupta Rakhi Hub 165,45.27,18
5685,Kids & Cartoon,Silk Thread,2026,7,Yes,Saturday,West,Local Street Vendor,26.5,Cash,7,Nanda Rakhi Hub 232,11.0,21
3784,Premium & Jewelry,Sterling Silver,2026,7,Yes,Sunday,West,Local Street Vendor,32.3,Cash,3,Khanna Rakhi Hub 45,524.9,6
3378,Eco-Friendly,Silk Thread,2026,3,nO,Monday,West,Local Street Vendor,38.0,Cash,5,Khanna Rakhi Hub 188,30.9,20
4472,Premium & Jewelry,Sterling Silver,2026,4,nO,Thursday,West,Supermarket,26.0,Cash,4,Goel Rakhi Point,594.1,14
4686,Kids & Cartoon,Silk Thread,2026,4,Yes,Sunday,West,Supermarket,20.9,UPI,3,Verma Rakhi Point,18.5,8
1749,Kids & Cartoon,Silk Thread,2026,3,nO,Thursday,West,Supermarket,38.7,Credit Card,8,Nanda Rakhi Hub 21,17.05,51
1626,Eco-Friendly,Silk Thread,2026,1,No,Friday,West,Local Street Vendor,34.0,Cash,3,Jain Rakhi Hub 87,29.18,10
1571,Kids & Cartoon,Silk Thread,2026,5,No,Thursday,North,Supermarket,33.0,Credit Card,2,Khanna Rakhi Hub 85,21.94,8
3173,Eco-Friendly,Sterling Silver,2026,4,No,Wednesday,North,Supermarket,32.6,Cash,11,Aggarwal Rakhi Hub 157,237.9,50
3740,Kids & Cartoon,Silk Thread,2026,7,Yes,Saturday,East,Local Street Vendor,30.2,UPI,4,Khanna Rakhi Hub 164,13.63,13
5002,Kids & Cartoon,Silk Thread,2026,1,No,Tuesday,Central,Supermarket,34.7,UPI,15,Nanda Rakhi Hub 129,16.15,44
3149,Eco-Friendly,Sandalwood (Chandan),2026,3,No,Friday,North,Local Street Vendor,26.5,Cash,8,Mehra Rakhi Hub 273,44.27,46
4288,Premium & Jewelry,Sandalwood (Chandan),2026,6,No,Thursday,West,Local Street Vendor,34.2,UPI,6,Arora Rakhi Hub 220,179.56,18
2155,Kids & Cartoon,Silk Thread,2026,6,No,Friday,East,Local Street Vendor,35.1,Credit Card,8,Chopra Rakhi Hub 69,10.8,27
1345,Eco-Friendly,Sandalwood (Chandan),2026,3,No,Wednesday,East,Online,41.1,Credit Card,23,Verma Rakhi & Gifts,67.95,80
1137,Kids & Cartoon,Silk Thread,2026,3,No,Thursday,West,Local Street Vendor,30.3,Cash,3,Mehra Rakhi Hub 207,16.12,14
2920,Eco-Friendly,Sandalwood (Chandan),2026,4,Yes,Sunday,Central,Local Street Vendor,,UPI,4,Goel Rakhi Hub 107,53.76,17
907,Kids & Cartoon,Silk Thread,2026,3,nO,Thursday,Central,Supermarket,30.5,Credit Card,9,Rastogi Rakhi Store,15.28,36
953,Premium & Jewelry,Sterling Silver,2026,3,nO,Friday,,Local Street Vendor,31.4,Credit Card,5,Saxena Rakhi Hub 222,523.47,18
2287,Eco-Friendly,Sandalwood (Chandan),2026,5,No,Monday,North,Local Street Vendor,36.0,Cash,3,Goel Rakhi Hub 208,57.32,17
1505,Eco-Friendly,Sandalwood (Chandan),2026,5,No,Thursday,West,Online,29.0,Credit Card,22,Sethi Rakhi Hub 286,74.34,27
3310,Premium & Jewelry,Sterling Silver,2026,3,Yes,Sunday,East,Local Street Vendor,32.7,Credit Card,4,Saxena Rakhi Hub 255,613.47,14
4905,Eco-Friendly,Silk Thread,2026,4,No,Tuesday,East,Local Street Vendor,31.6,Cash,6,Bansal Rakhi Hub 260,19.49,16
3077,Kids & Cartoon,Silk Thread,2026,2,No,Wednesday,West,Local Street Vendor,31.7,Cash,8,Aggarwal Rakhi Hub 212,16.76,32
1122,Premium & Jewelry,Sterling Silver,2026,2,No,Tuesday,East,Supermarket,30.0,UPI,15,Bansal Rakhi Hub 58,661.92,20
4526,Kids & Cartoon,Silk Thread,2026,2,No,Thursday,,Online,31.1,Cash,9,Verma Emporium,14.37,37
4820,Kids & Cartoon,Silk Thread,2026,5,No,Thursday,East,Local Street Vendor,32.0,Cash,8,Goel Rakhi Hub 267,12.12,23
4360,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Monday,West,Online,,Cash,8,Jain Rakhi Hub 135,75.85,26
3114,Kids & Cartoon,Silk Thread,2026,4,Yes,Sunday,East,Supermarket,35.3,UPI,15,Tandon Festive Mart,19.06,35
1501,Kids & Cartoon,Silk Thread,2026,2,No,Thursday,East,Online,31.5,Credit Card,10,Goel Rakhi Store,19.05,36
3054,Eco-Friendly,Sandalwood (Chandan),2026,6,Yes,Sunday,North,Local Street Vendor,29.6,Cash,1,Chawla Rakhi Hub 125,63.99,3
417,Premium & Jewelry,Sterling Silver,2026,4,No,Tuesday,Central,Online,31.7,UPI,5,Rastogi Rakhi Hub 189,699.92,22
4742,Premium & Jewelry,Silk Thread,2026,5,nO,Monday,West,Online,31.4,Credit Card,8,Saxena Rakhi Hub 9,118.39,25
2432,Eco-Friendly,Sterling Silver,2026,2,Yes,Saturday,Central,Supermarket,35.8,Cash,5,Verma Rakhi Store,163.29,24
2904,Eco-Friendly,Sandalwood (Chandan),2026,5,#Yes,Sunday,North,Local Street Vendor,32.7,Credit Card,6,Gupta Rakhi Hub 297,39.83,19
565,Kids & Cartoon,Silk Thread,2026,5,No,Tuesday,East,Online,50.2,Credit Card,4,Verma Rakhi Hub 30,22.82,24
2527,Eco-Friendly,Sandalwood (Chandan),2026,4,nO,Wednesday,Central,Local Street Vendor,34.9,Cash,3,Arora Traditions,48.25,17
