reading_id,station_id,station_code,city,region,year,month,season,avg_temp_f,max_temp_f,min_temp_f,total_precip_in,avg_humidity_pct,avg_wind_mph,avg_visibility_mi,avg_aqi,dominant_weather
228,8,KABQ,Albuquerque,Southwest,2023,12,Winter,32.8,40.7,19.0,0.84,28,7.6,9.5,81,Cloudy
229,9,KORD,Chicago,Midwest,2023,12,Winter,25.0,38.5,13.9,1.69,66,15.6,9.2,63,Cloudy
230,10,KMSP,Minneapolis,Midwest,2023,12,Winter,22.8,31.3,12.6,2.74,57,13.7,7.5,40,Snow
231,11,KMCI,Kansas City,Midwest,2023,12,Winter,28.9,41.7,19.7,2.08,77,11.2,8.7,59,Rain
232,12,KCMH,Columbus,Midwest,2023,12,Winter,26.6,34.8,18.8,2.24,65,7.1,10.0,61,Rain
233,13,KATL,Atlanta,Southeast,2023,12,Winter,44.2,50.8,32.8,3.64,77,8.3,8.9,51,Rain
234,14,KMIA,Miami,Southeast,2023,12,Winter,60.8,67.2,48.2,5.13,89,11.5,7.1,27,Rain
235,15,KBNA,Nashville,Southeast,2023,12,Winter,37.7,46.6,26.2,3.92,68,11.8,7.4,62,Rain
236,16,KCLT,Charlotte,Southeast,2023,12,Winter,41.5,47.5,35.2,3.79,67,12.3,7.9,33,Rain
237,17,KJFK,New York,Northeast,2023,12,Winter,34.3,48.2,23.3,3.41,77,12.7,6.6,61,Snow
238,18,KBOS,Boston,Northeast,2023,12,Winter,28.9,39.8,17.1,4.28,69,16.0,6.6,31,Snow
239,19,KPHL,Philadelphia,Northeast,2023,12,Winter,31.8,38.9,18.3,2.72,75,12.1,8.3,38,Snow
240,20,KPIT,Pittsburgh,Northeast,2023,12,Winter,26.6,34.4,17.9,2.97,68,12.0,9.2,64,Snow
241,1,KSEA,Seattle,Northwest,2024,1,Winter,27.1,36.1,14.0,4.22,70,8.6,6.2,45,Snow
242,2,KPDX,Portland,Northwest,2024,1,Winter,35.0,41.3,28.3,2.68,67,11.7,7.6,48,Rain
243,3,KBOI,Boise,Northwest,2024,1,Winter,32.6,39.7,24.0,1.57,67,10.1,9.1,60,Rain
244,4,KGEG,Spokane,Northwest,2024,1,Winter,27.4,38.4,19.5,1.01,61,5.3,10.0,36,Rain
245,5,KPHX,Phoenix,Southwest,2024,1,Winter,56.8,64.1,49.3,0.61,38,7.9,9.1,95,Hazy
246,6,KLAS,Las Vegas,Southwest,2024,1,Winter,46.5,58.7,38.9,0,23,8.8,10.0,99,Hazy
247,7,KLAX,Los Angeles,Southwest,2024,1,Winter,40.1,52.1,28.6,0.67,72,5.0,8.9,111,Hazy
248,8,KABQ,Albuquerque,Southwest,2024,1,Winter,35.5,47.9,23.9,0.64,39,7.3,10.0,54,Clear
249,9,KORD,Chicago,Midwest,2024,1,Winter,24.1,35.8,11.1,2.28,62,13.5,9.6,47,Rain
250,10,KMSP,Minneapolis,Midwest,2024,1,Winter,25.1,37.1,15.4,2.12,60,13.7,10.0,36,Rain
251,11,KMCI,Kansas City,Midwest,2024,1,Winter,33.1,40.7,22.8,3.67,79,10.0,8.6,72,Snow
252,12,KCMH,Columbus,Midwest,2024,1,Winter,26.6,33.6,18.9,1.86,75,8.3,9.1,47,Rain
253,13,KATL,Atlanta,Southeast,2024,1,Winter,37.0,48.7,27.2,3.17,74,11.2,8.7,30,Rain
254,14,KMIA,Miami,Southeast,2024,1,Winter,49.3,59.7,37.9,5.69,94,7.9,6.9,35,Rain
255,15,KBNA,Nashville,Southeast,2024,1,Winter,39.7,52.1,27.4,3.13,80,6.3,7.1,50,Rain
256,16,KCLT,Charlotte,Southeast,2024,1,Winter,40.8,47.9,30.8,3.17,85,12.6,8.5,23,Rain
257,17,KJFK,New York,Northeast,2024,1,Winter,31.8,39.9,25.1,2.87,68,11.0,8.5,41,Snow
258,18,KBOS,Boston,Northeast,2024,1,Winter,27.7,35.4,19.6,2.85,78,15.4,9.3,56,Snow
259,19,KPHL,Philadelphia,Northeast,2024,1,Winter,29.3,37.3,19.3,1.97,73,11.9,8.1,75,Rain
260,20,KPIT,Pittsburgh,Northeast,2024,1,Winter,31.2,42.1,24.1,3.66,73,10.4,6.8,41,Snow
261,1,KSEA,Seattle,Northwest,2024,2,Winter,32.6,41.2,24.1,2.93,74,5.5,8.9,21,Snow
262,2,KPDX,Portland,Northwest,2024,2,Winter,31.5,45.3,18.2,2.78,68,10.1,7.6,42,Snow
263,3,KBOI,Boise,Northwest,2024,2,Winter,21.2,31.0,11.4,0.33,68,5.8,10.0,45,Clear
264,4,KGEG,Spokane,Northwest,2024,2,Winter,26.5,33.1,13.6,1.51,66,3.7,8.5,27,Rain
265,5,KPHX,Phoenix,Southwest,2024,2,Winter,52.0,61.1,38.2,0.97,32,9.3,8.9,92,Cloudy
266,6,KLAS,Las Vegas,Southwest,2024,2,Winter,49.6,57.9,37.0,0,31,11.8,9.3,92,Clear
267,7,KLAX,Los Angeles,Southwest,2024,2,Winter,44.8,53.8,32.6,1.74,81,7.1,10.0,73,Cloudy
268,8,KABQ,Albuquerque,Southwest,2024,2,Winter,40.4,52.5,27.5,0.48,30,5.9,9.7,69,Clear
269,9,KORD,Chicago,Midwest,2024,2,Winter,32.8,42.2,20.8,2.01,57,16.9,8.8,44,Rain
270,10,KMSP,Minneapolis,Midwest,2024,2,Winter,18.4,26.3,4.9,1.03,63,8.6,9.5,64,Cloudy
271,11,KMCI,Kansas City,Midwest,2024,2,Winter,30.0,38.9,17.0,2.74,64,8.3,8.0,48,Snow
272,12,KCMH,Columbus,Midwest,2024,2,Winter,27.8,37.5,20.2,3.49,65,12.5,8.6,42,Snow
273,13,KATL,Atlanta,Southeast,2024,2,Winter,39.8,52.0,30.1,4.19,82,7.2,8.4,45,Rain
274,14,KMIA,Miami,Southeast,2024,2,Winter,60.9,72.9,50.7,3.95,86,12.7,7.8,24,Rain
275,15,KBNA,Nashville,Southeast,2024,2,Winter,33.4,43.2,27.1,4.59,85,4.8,7.9,31,Snow
276,16,KCLT,Charlotte,Southeast,2024,2,Winter,34.1,47.0,25.5,3.61,80,8.1,6.9,42,Snow
277,17,KJFK,New York,Northeast,2024,2,Winter,32.2,40.4,23.3,2.53,61,13.1,9.3,33,Snow
278,18,KBOS,Boston,Northeast,2024,2,Winter,30.2,37.5,23.7,4.23,71,16.2,7.7,52,Snow
279,19,KPHL,Philadelphia,Northeast,2024,2,Winter,28.1,37.2,16.2,3.59,61,11.2,8.3,37,Snow
280,20,KPIT,Pittsburgh,Northeast,2024,2,Winter,29.6,36.3,23.4,3.63,77,6.7,8.8,44,Snow
281,1,KSEA,Seattle,Northwest,2024,3,Spring,51.5,60.8,43.3,5.61,82,10.1,6.0,15,Rain
282,2,KPDX,Portland,Northwest,2024,3,Spring,45.1,51.5,34.5,3.84,67,11.1,6.4,16,Rain
283,3,KBOI,Boise,Northwest,2024,3,Spring,42.7,55.0,29.4,1.09,50,5.6,9.8,39,Cloudy
284,4,KGEG,Spokane,Northwest,2024,3,Spring,49.2,62.3,42.5,1.84,71,10.2,7.8,36,Rain
285,5,KPHX,Phoenix,Southwest,2024,3,Spring,66.2,75.6,57.5,1.12,33,7.9,9.1,74,Cloudy
286,6,KLAS,Las Vegas,Southwest,2024,3,Spring,69.9,76.8,62.8,0.86,21,8.5,10.0,90,Rain
287,7,KLAX,Los Angeles,Southwest,2024,3,Spring,62.9,72.0,54.0,1.57,80,8.2,8.6,87,Cloudy
288,8,KABQ,Albuquerque,Southwest,2024,3,Spring,55.5,68.9,48.3,0.91,39,11.8,9.0,71,Cloudy
289,9,KORD,Chicago,Midwest,2024,3,Spring,44.1,54.6,36.9,3.83,79,11.8,8.9,46,Rain
290,10,KMSP,Minneapolis,Midwest,2024,3,Spring,40.1,50.5,26.4,2.73,59,13.7,7.2,61,Rain
291,11,KMCI,Kansas City,Midwest,2024,3,Spring,55.7,65.1,45.0,4.7,58,11.8,7.7,49,Rain
292,12,KCMH,Columbus,Midwest,2024,3,Spring,44.9,56.0,34.7,3.79,65,10.8,9.0,60,Rain
293,13,KATL,Atlanta,Southeast,2024,3,Spring,65.1,75.5,57.2,5.45,79,6.9,6.5,53,Rain
294,14,KMIA,Miami,Southeast,2024,3,Spring,77.1,90.8,69.7,6.86,81,9.6,5.2,45,Rain
295,15,KBNA,Nashville,Southeast,2024,3,Spring,56.5,66.4,43.5,5.97,66,5.7,5.3,54,Rain
296,16,KCLT,Charlotte,Southeast,2024,3,Spring,59.1,71.0,46.9,4.42,67,5.9,7.3,58,Rain
297,17,KJFK,New York,Northeast,2024,3,Spring,44.6,52.4,34.0,3.42,60,7.7,9.3,58,Rain
298,18,KBOS,Boston,Northeast,2024,3,Spring,50.7,59.8,43.4,4.48,65,14.1,7.9,34,Rain
299,19,KPHL,Philadelphia,Northeast,2024,3,Spring,48.9,56.0,38.8,3.4,62,5.5,8.2,58,Rain
300,20,KPIT,Pittsburgh,Northeast,2024,3,Spring,48.8,56.0,38.8,3.36,67,8.4,7.9,49,Rain
301,1,KSEA,Seattle,Northwest,2024,4,Spring,44.8,55.2,34.2,3.91,79,8.6,8.1,22,Rain
302,2,KPDX,Portland,Northwest,2024,4,Spring,50.7,58.1,38.2,4.56,82,7.8,8.1,14,Rain
303,3,KBOI,Boise,Northwest,2024,4,Spring,47.8,58.5,38.4,0.75,72,5.9,10.0,56,Rain
304,4,KGEG,Spokane,Northwest,2024,4,Spring,47.1,57.5,36.9,2.27,60,9.3,10.0,35,Rain
305,5,KPHX,Phoenix,Southwest,2024,4,Spring,65.8,74.7,53.5,1.16,29,5.7,10.0,91,Cloudy
306,6,KLAS,Las Vegas,Southwest,2024,4,Spring,69.5,76.5,62.2,0.57,32,7.5,8.6,76,Clear
307,7,KLAX,Los Angeles,Southwest,2024,4,Spring,64.6,77.5,53.5,1.33,80,10.9,10.0,84,Cloudy
308,8,KABQ,Albuquerque,Southwest,2024,4,Spring,52.4,64.0,39.5,1.71,42,8.2,10.0,66,Cloudy
309,9,KORD,Chicago,Midwest,2024,4,Spring,48.1,55.9,35.9,3.41,59,12.6,8.9,41,Rain
310,10,KMSP,Minneapolis,Midwest,2024,4,Spring,37.9,47.7,31.8,3.67,72,15.8,6.9,29,Rain
311,11,KMCI,Kansas City,Midwest,2024,4,Spring,48.2,59.8,37.9,4.12,76,7.6,8.1,35,Rain
312,12,KCMH,Columbus,Midwest,2024,4,Spring,54.0,66.2,42.2,3.92,63,12.6,7.7,32,Rain
313,13,KATL,Atlanta,Southeast,2024,4,Spring,54.7,63.1,42.3,4.16,76,10.9,7.2,59,Rain
314,14,KMIA,Miami,Southeast,2024,4,Spring,76.5,86.0,65.8,6.6,74,10.4,5.0,18,Rain
315,15,KBNA,Nashville,Southeast,2024,4,Spring,51.0,57.9,38.4,5.4,83,9.3,7.4,35,Rain
316,16,KCLT,Charlotte,Southeast,2024,4,Spring,58.4,72.0,46.6,4.61,67,9.4,8.7,48,Rain
317,17,KJFK,New York,Northeast,2024,4,Spring,55.9,63.5,47.5,3.78,59,12.9,8.2,33,Rain
318,18,KBOS,Boston,Northeast,2024,4,Spring,50.0,58.3,42.0,4.09,66,11.0,7.1,65,Rain
319,19,KPHL,Philadelphia,Northeast,2024,4,Spring,46.7,58.0,33.3,4.71,65,9.0,7.3,59,Rain
320,20,KPIT,Pittsburgh,Northeast,2024,4,Spring,43.2,53.1,33.4,3.19,75,10.7,8.6,65,Rain
321,1,KSEA,Seattle,Northwest,2024,5,Spring,47.5,61.0,38.3,3.85,87,12.5,7.3,29,Rain
322,2,KPDX,Portland,Northwest,2024,5,Spring,46.7,56.0,33.9,3.59,77,10.1,7.3,48,Rain
323,3,KBOI,Boise,Northwest,2024,5,Spring,42.3,54.2,35.0,1.84,56,6.2,8.0,55,Rain
324,4,KGEG,Spokane,Northwest,2024,5,Spring,42.7,49.6,34.0,1.89,58,10.8,8.7,24,Rain
325,5,KPHX,Phoenix,Southwest,2024,5,Spring,67.6,79.4,59.9,1.16,22,10.4,10.0,63,Rain
326,6,KLAS,Las Vegas,Southwest,2024,5,Spring,74.7,82.5,67.5,1.2,16,10.8,8.7,77,Cloudy
327,7,KLAX,Los Angeles,Southwest,2024,5,Spring,64.8,74.0,52.7,1.59,65,7.1,9.6,100,Cloudy
328,8,KABQ,Albuquerque,Southwest,2024,5,Spring,49.1,56.5,40.1,0.29,37,9.5,10.0,69,Clear
329,9,KORD,Chicago,Midwest,2024,5,Spring,48.7,60.5,35.1,4.06,63,15.4,8.8,76,Rain
330,10,KMSP,Minneapolis,Midwest,2024,5,Spring,45.6,56.4,39.4,2.64,56,11.6,9.8,49,Rain
331,11,KMCI,Kansas City,Midwest,2024,5,Spring,54.8,68.0,45.7,3.53,75,11.9,8.7,60,Rain
332,12,KCMH,Columbus,Midwest,2024,5,Spring,50.9,59.0,38.8,4.72,81,6.5,7.7,53,Rain
333,13,KATL,Atlanta,Southeast,2024,5,Spring,61.6,74.4,52.5,5.78,82,5.7,6.3,43,Rain
334,14,KMIA,Miami,Southeast,2024,5,Spring,73.9,82.2,67.8,7.92,85,13.0,5.1,34,Rain
335,15,KBNA,Nashville,Southeast,2024,5,Spring,60.0,72.4,53.7,6.29,85,9.7,5.2,41,Rain
336,16,KCLT,Charlotte,Southeast,2024,5,Spring,59.3,72.8,45.9,5.62,83,11.0,6.8,60,Rain
337,17,KJFK,New York,Northeast,2024,5,Spring,55.4,67.2,45.3,4.43,69,11.7,7.9,65,Rain
338,18,KBOS,Boston,Northeast,2024,5,Spring,43.0,52.4,36.5,4.03,60,11.6,8.4,41,Rain
339,19,KPHL,Philadelphia,Northeast,2024,5,Spring,49.4,62.8,42.2,3.8,73,7.8,7.5,36,Rain
340,20,KPIT,Pittsburgh,Northeast,2024,5,Spring,51.8,62.6,40.3,3.95,67,11.1,7.5,41,Rain
341,1,KSEA,Seattle,Northwest,2024,6,Summer,70.5,81.2,62.8,2.63,82,9.8,9.7,57,Rain
342,2,KPDX,Portland,Northwest,2024,6,Summer,72.5,80.6,59.0,2.62,84,11.0,8.0,70,Rain
343,3,KBOI,Boise,Northwest,2024,6,Summer,76.5,86.8,67.8,0.46,58,5.0,10.0,58,Cloudy
344,4,KGEG,Spokane,Northwest,2024,6,Summer,67.1,74.5,58.6,0.75,78,8.4,10.0,43,Cloudy
345,5,KPHX,Phoenix,Southwest,2024,6,Summer,102.0,112.2,91.4,0.46,40,6.6,9.2,122,Hazy
346,6,KLAS,Las Vegas,Southwest,2024,6,Summer,95.6,106.5,86.3,0,33,11.7,9.3,118,Hazy
347,7,KLAX,Los Angeles,Southwest,2024,6,Summer,91.7,104.4,84.0,1.4,73,7.2,8.8,99,Rain
348,8,KABQ,Albuquerque,Southwest,2024,6,Summer,79.6,87.6,72.5,0.36,44,6.3,10.0,111,Hazy
349,9,KORD,Chicago,Midwest,2024,6,Summer,75.5,86.9,62.1,3.01,59,13.8,8.3,96,Rain
350,10,KMSP,Minneapolis,Midwest,2024,6,Summer,64.2,73.4,57.1,2.49,75,9.7,8.9,76,Rain
351,11,KMCI,Kansas City,Midwest,2024,6,Summer,72.9,84.8,61.8,3.52,79,10.4,8.6,65,Rain
352,12,KCMH,Columbus,Midwest,2024,6,Summer,67.1,77.5,54.6,3.51,60,10.5,7.3,75,Rain
353,13,KATL,Atlanta,Southeast,2024,6,Summer,85.0,91.1,73.9,4.4,74,10.6,6.8,52,Rain
354,14,KMIA,Miami,Southeast,2024,6,Summer,102.1,110.9,90.0,5.47,95,10.2,6.9,46,Rain
355,15,KBNA,Nashville,Southeast,2024,6,Summer,84.6,98.0,74.4,3.71,81,9.9,7.1,74,Rain
356,16,KCLT,Charlotte,Southeast,2024,6,Summer,80.4,89.7,72.1,3.72,63,9.6,6.9,47,Rain
357,17,KJFK,New York,Northeast,2024,6,Summer,72.5,82.5,58.6,3.92,72,9.1,8.1,58,Rain
358,18,KBOS,Boston,Northeast,2024,6,Summer,74.0,87.3,63.3,3.41,79,13.0,9.1,80,Rain
359,19,KPHL,Philadelphia,Northeast,2024,6,Summer,80.8,87.4,74.0,3.09,70,7.5,8.0,70,Rain
360,20,KPIT,Pittsburgh,Northeast,2024,6,Summer,68.6,79.5,57.8,2.15,77,10.9,9.4,71,Rain
